riddle,choice0,choice1,choice2,choice3,choice4,label
"Six letters do my name compound; Among the aged oft I'm found; The shepherd also, by the brook, Hears me when leaning on his crook; But in the middle me divide, And take the half on either side, Each backward read, a liquor tell, Ev'ry gay toper knows it well.",groans,whisper,murmur,laugh,harp,2
What goes through towns and over hills but never moves?,road,freeway,carriage,roads,highway,0
I have hair but I'm not a wig. I'm made of plastic but I'm not a comb. I have legs but I'm not a chair. You can dress me but I'm not a dog. I'm a toy but I'm not a board game,doll,wig,squirrel,peacock,toy,0
I am green and ugly and come out at night with a crumple old broom. Who am I?,wizard,alchemy,witch,hypnotism,princess,2
"If I were to give, This is what I'd do, To overtake another, This is how I'd move, To do this in a test, My answers must be true, And if I know not the answer, This method I must use.",retake,hurry,hyphen,comma,pass,4
"What has a spot and is very bright, is sometimes, red, white, blue, yellow lor green and is often blinding.",public eye,comma,spotlight,media attention,hyphen,2
"I'm long and skinny, and not worth many pennies. I'm used in round things and usually surrounded by cold things.  What am I?",straw,hazelnut,blueberry,spoon,camel,0
If you rub this there is a possibility of a magical fat man coming out.,bulb,lantern,ceiling fan,flashlight,lamp,4
I am partly blind but can still see. I have legs but only use them for sleeping. What am I?,homerun,shoulder,bat,hitter,pillow,2
"Filled with garb, the price is free. Just return what you don't need. What am I?",charcoal,basement,aluminum,drawer,closet,4
"I am invisible, yet everywhere. Yet I am everywhere, I am not active in some places. Sometimes, you can feel me. I can be so strong, I can push you, and even destroy villages and towns. Yet I come unnoticed, you can make me. What am I?",rain,comma,water,wind,hyphen,3
"Some say we are red, some say we are green. Some play us, some spray us. What are we?",basil,hair,oregano,eyelids,pepper,4
"Although a human shape I wear, Mother I never had; And though no sense nor life I share, in finest silks I'm clad. By every miss I'm valued much, beloved and highly prized; still my cruel fate is such by boys I am often despised.",wig,doll,toy,peacock,squirrel,1
"I can be smooth and creamy .Or I can be cool and dreamy. Whatever suits your taste. But one thing to remember I'm made with bacterial waste. Some like me in a cup, Some frozen on a stick. Some eat me with a spoon, And some just like to lick. Some like me with their breakfast, Some as a tasty treat. But as I said before I'm made with bacterial waste you eat. What am I?",spinach,avocado,yogurt,peanut butter,veggies,2
"I am as bright as the sunshine on a warm day, I can go a long way. I am seen on the young and the old that God made, but I can fade. I have only five letters in my name, and I am painted on both the strong and the lame. I can be as white as pearls, or as yellow as blond curls. I can never grow old, or never be sold, or turn to mold, but I am more precious than gold. What am I?",smirk,cheeks,lips,smile,scowl,3
What does this mean? Pot oooooooo,corn,rice,potatoes,vegetable,chicken,2
"Kings and queens may cling to power and the jester's got his call, But, as you may all discover, the common one outranks them all.",aro,moon,spades,ace,asteroid,3
"Begotten, and Born, and dying with Noise, The Terror of Women, and Pleasure of Boys, Like the Fiction of Poets concerning the Wind, I'm chiefly unruly, when strongest confined.",armor,biplane,turret,cannon,ballista,3
"A mansion I am.With many residents, Usually. The greenest of stone.Encloses me.And my rooms.Are divulged.In a color of primary. So tell me now.And tell me here.What kind of mansion.May I be?",watermelon,grape,cucumber,banana,pineapple,0
Brothers and sisters I have none but this man's father is my father's son. Who is the man?,wife,dad,son,daughter,sister,2
"Goliath, The Jolly Green and Andre are all examples of this.",huge,tiny,shark,dolphin,giant,4
dog dog dog dog dog,top dog,silhouette,sky,dominance,dark horse,0
"I am not a toy, though many use me for pleasure. I have a butt, but I cannot poop. What am I?",cigarette,gum,nicotine,smoking,tobacco,0
"Sometimes you'll find me hard and cold, other times I'm hard to hold, always present in the air, if I'm ever gone, beware.",water,ocean,cucumber,grape,sediment,0
"Three words are bonded in a mutual tie.And a pattern within them hides from the eye. One word is a being in entertainment's sake.That brings to people many words, fact and fake. Another word is conformed to a word meaning ""chilly"".But it's also a style, yes! Really really!  The last word resides in the pit of our fears.And it waits for us at the end of our years. With these words in order, try to find the design.Where the outsides change, and the middle stays lined",sister,syllables,words,meanings,daughter,2
"A house full, a yard full, a chimney full, no one can get a spoonful.",smoke,vape,vaping,waterfall,valley,0
"Sometimes using me requires more skill and attention. Technological updates are too many to mention. I can close the distance from miles apart. Electrical transmission gave me a start. Though my birth was a success, it brought about a demise. From the clues that I have given you it is time for your surmise.",telephone,landline,will,doubt,cellphone,0
What is a surgeons' favorite game?,operating,television,operation,operators,cartoon,2
What is the longest sentence?,chemical castration,reckless endangerment,sister,daughter,Life imprisonment,4
"My name states I'm a singular male, I can have a number, a head, but no tail. I've also great strength and I can be tough, But I'll smooth things out when they are rough. Although I go back to an age now gone, I'm around today for everyone. What am I?",iron,charcoal,copper,aluminum,steel,0
"I can bring a smile to your face,A tear to your eye,Or even a thought to your mind.But, I cant be seen.What am I?",Atlantic,daughter,baby,highway,fetus,2
I am a daily ritual involving using a metal tool on the body. What am I?,manscape,hair,shower,dye,shave,4
"In operating, a cycle. In duelling, a thrust. In playing, a throw. In bidding, a decline. In a bar, a try. In racing, a move. In scaling, a way.  QUESTION: What is it?",hyphen,hurry,comma,pass,retake,3
"I never was, am always to be, No one ever saw me, nor ever will, And yet I am the confidence of all, To live and breathe on this terrestrial ball. Who am I?",today,saturday,tomorrow,tonight,Monday,2
It is a desert oasis where money magically appears or disappears from your pocket.,Chicago,comma,Las Vegas,hyphen,Seattle,2
I am quick when I'm thin. I am slow when I'm fat. Wind is my worst nightmare. What am I?,comma,hyphen,candle,wind,torch,2
I have a head a tail but never any legs what am I?,waterfall,cryptos,valley,coin,token,3
"Born of earth, but with none of its strength. Molded by flame, but with none of its power. Shaped",glacier,glass,lava,water,foam,1
"If you want to become a master at playing the fiddle  and you walk down to the fork in the road, you sit  and some creature is going up your back,  you follow the pattern of the creature on your back to be a master of playing the fiddle, what creature is going up your back?",lizard,snake,rat,spider,bird,1
I fly away as soon as you set me loose. People around you may slowly move away once they sense my presence. What am I?,lips,fart,forehead,pee,sneeze,1
"What is green, fuzzy, has four legs and if it fell out of a tree could kill you?",Thursday,hot tub,calendar,pool table,recliner,3
"""Who is ""Biebs""?""",Taylor Swift,Kanye West,myspace,Justin Bieber,Eminem,3
"I am always will be coming, but I will never come. What Am I?",Monday,tonight,today,tomorrow,saturday,3
"I have no sword, I have no spear, yet rule a horde which many fear, my soldiers fight with wicked sting, I rule with might, yet am no king. What am I?",vixen,queen bee,scarecrow,highway,Atlantic,1
I am a shiny metal sheet used to cover food. What am I?,highway,aluminum foil,heat gun,plastic wrap,Atlantic,1
You'll have to consult an optometrist if you want to improve this.,sight,eyes,reflex,clouds,sky,0
"I am and yet cannot. I am an Idea, yet can rot I am two but none. I am on land, but on sea. What am I?",infinity,impossibility,time travel,paradox,contradiction,3
What type of bean is a cannibals favorite to eat ?,child,island,compass,human being,woman,3
"My tongue is long, my breath is strong, And yet I breed no strife; My voice you hear both far and near, And yet I have no life. What am I?",lantern,jingle,siren,49ers,bell,4
"It has keys but it only opens windows, it has a screen door but you don't look though it, you look on it, it gives you most of the answers to your questions. What am I?",tablet,pillow,shoulder,computer,laptop,4
"What is that which has many leaves, but no stem?",book,chapter,daughter,novel,sister,0
"I have memories but none of my own. Whatever's on my inside is what is shown. If I'm ever different it's because you changed me. I feel like a decoration, here for you to arrange me. What am I?",vase,picture frame,hyphen,bookcase,comma,1
"I'm as small as an ant, as big as a whale. I'll approach like a breeze, but can come like a gale. By some I get hit, but all have shown fear. I'll dance to the music, though I can't hear. Of names I have many, of names I have one. I'm as slow as a snail, but from me you can't run. What am I?",glow,shadow,sky,silhouette,storm,1
What never asks questions but receives a lot of answers?,will,doubt,telephone,cellphone,landline,2
"What is deep within you, never dies or gets worn out, and only needs some fire from time to time?",blood,life force,soul,conscience,immortality,2
What is something that is more useful when you break it.,glow stick,highway,disco ball,Atlantic,sparkler,0
Every witch needs one of these. If she is to cast a magical spell. Its what she makes her brew in. That gives off an awful smell,hearth,lava,potion,cauldron,furnace,3
"I am an instrument that you can hear, but you can not touch or see me.  What am I?",narrator,accent,lava,voice,glacier,3
"An Irish fairy is what I am. Just a little bearded man. When people see me on this day  Stay away from my gold,  is what I'll say. What am I?",genie,goblin,giraffe,leprechaun,unicorn,3
"Shimmer, shimmer.We can glimmer. We cause pain.For your gain. Made to straighten, Don't be hatin'. We go on those pearly whites. We know having us bites. Gear on head, May ready our bed. What are we?",Atlantic,braces,dentures,cavities,highway,1
